YesText#0,"""Yes"""
MailList_Error_Result_Black#0,"""Could not send mail.<br><br>[No.1012]"""
MailList_Error_Chakkyo_Sareta#0,"""Maiw sent."""
MailList_Error_Result_TooMany#0,"""Failed to process mail, as you have too many.<br><br>[No.1013］"""
MailList_Error_Result_DB#0,"""Failed to process mail, as the database could not be accessed.<br><br>[No.1014］"""
MailList_Error_Result_InvalidChara#0,"""Could not process mail<br>as an error occurred.<br><br>[No.1015]"""
MailList_Error_Result_NotFriend#0,"""The recipient is neither<br>a friend nor a team member.<br><br>[No.1016］"""
MailList_Error_Result_TooLongSubject#0,"""Your subject line is too long.<br>Failed to send mail."""
MailList_Error_Result_TooLongBody#0,"""Your mail content is too long.<br>Failed to send mail."""
MailList_Error_Result_Busy#0,"""Failed to process your mail,<br>as the server is busy.<br><br>[No.1017]"""
MailList_Error_Default#0,"""Could not process mail<br>as an error occurred.<br><br>[No.1018]"""
MailList_Result_NotifyMail#0,"""New maiw has awwived."""
MailList_Result_SendOK#0,"""Maiw sent."""
MailList_Result_SendNG#0,"""Could not send mail<br>as an error occurred.<br><br>[No.1019"""
Account_Form_Title#0,"""Fwiend Wist"""
Ship_Form_Title#0,"""Fwiend Wist"""
FriendList_Name_ID#0,"""Chawactew Name / Pwayew ID Name"""
FriendList_Name_Block#0,"""Bwock / Wocation"""
FriendList_Name_PlayerID#0,"""Pwayew ID Name"""
FriendList_Name_Login#0,"""Wogin Time"""
FriendList_Name_Ship#0,"""Cuwwent Ship"""
FriendList_Name_Chara_Vita#0,"""Chawactew Name"""
FriendList_Name_Block_Vita#0,"""Bwock"""
FriendList_Name_Place_Vita#0,"""Wocation"""
FriendList_Name_Priority_Vita#0,"""Pwiowity"""
FriendList_Name_LoginStatus_Vita#0,"""Wogin Status"""
Priority_Title#0,"""Dispway Pwiowity Settings"""
Priority1#0,"""Pwiowity 1"""
Priority2#0,"""Pwiowity 2"""
Priority3#0,"""Pwiowity 3"""
Priority4#0,"""Pwiowity 4"""
Priority5#0,"""Pwiowity 5"""
FriendList_NotifyInviteSend#0,"""Sent a fwiend wequest."""
FriendList_NotifyInvite#0,"""You weceived a fwiend wequest fwom $(0)."""
FriendList_NotifyInviteReplyOK#0,"""$(0) has accepted youw fwiend wequest."""
FriendList_NotifyInviteReplyNG#0,"""$(0) has decwined youw fwiend wequest."""
FriendList_FrindOK#0,"""You awe now fwiends with $(0)."""
FriendList_FrindNG#0,"""You chose not to become fwiends with $(0)."""
FriendList_LogincallON#0,"""Tuwned Wogin Caww ON"""
FriendList_LogincallOFF#0,"""Tuwned Wogin Caww OFF"""
FriendList_FrindRemove#0,"""Wemuvd fwiend wegistwation."""
FriendList_Button_Reload#0,"""Wefwesh"""
FriendList_Button_Search#0,"""Seawch"""
FriendList_Sort_Name#0,"""Sowt by Name"""
FriendList_Sort_Registration#0,"""Sowt by Wegistwation"""
FriendList_Sort_Group#0,"""Gwoup Owdew"""
FriendList_Tree_RecvInvite#0,"""You have unanswewed invitations ($(0))"""
FriendList_Tree_SendInvite#0,"""Some of youw wequests have yet to be answewed ($(0))."""
FriendList_Tree_Online#0,"""Onwine ($(0))"""
FriendList_Tree_Offline#0,"""Offwine ($(0))"""
FriendList_Tree_BlackList#0,"""Bwackwist ($(0))"""
Account_Menu_Mail#0,"""Send maiw"""
Account_Menu_FriendRemove#0,"""Wemuv fwiend"""
Friend_Invite_Search_Title#0,"""-"""
Friend_Invite_Search_Exp#0,"""-"""
Ship_Menu_Whisper#0,"""-"""
Ship_Menu_Channel#0,"""-"""
Ship_Menu_Party#0,"""-"""
Ship_Menu_GJ#0,"""-"""
Ship_Menu_ItemMail#0,"""-"""
Ship_Menu_Mail#0,"""Send maiw"""
Ship_Menu_FriendCard#0,"""-"""
Ship_Menu_CharaData#0,"""-"""
Ship_Menu_LoginCallON#0,"""Wogin caww ON"""
Ship_Menu_LoginCallOFF#0,"""Wogin caww OFF"""
Ship_Menu_ShipRemove#0,"""Unsubscwibe fwiend"""
Ship_Menu_Myroom#0,"""Go to youw woom"""
Frined_Invite_Menu_Remove#0,"""Withdwaw fwiend wequest"""
Frined_Invite_Menu_Accept#0,"""Appwuv fwiend"""
Frined_Invite_Menu_Reject#0,"""Weject fwiend"""
Frined_Invite_Reject_Exp#0,"""Rejecting the friend request from $(0).<br>Is that okay?<br><br>(You can still receive new friend requests from this person.)"""
Frined_List_Remove_Exp#0,"""Removing friend registration.<br>Continue?"""
Frined_Invite_Remove_Exp#0,"""Wouwd you wike to cancew the fwiend wequest to $(0)?"""
Friend_Menu_None#0,"""-"""
BlackList_Menu_Remove#0,"""Wemuv fwom bwackwist"""
Chara_Form_Title#0,"""Fwiend"""
Friend_Where_Lobby#0,"""Main Wobby"""
Friend_Where_Quest#0,"""Quests"""
Friend_Where_MyRoom#0,"""Woom"""
Friend_Where_GuildRoom#0,"""Team Woom"""
Friend_Where_Amusement#0,"""Casino Awea"""
Friend_Where_ChallengeLobby#0,"""Chawwenge Wobby"""
Friend_Where_BridgeLobby#0,"""Bwidge"""
Friend_Where_CafeLobby#0,"""Fwanka's Cafe"""
Friend_Where_PokaLobby#0,"""Battwe Wobby"""
Friend_Where_Default#0,"""Unknown"""
Friend_Message_None#0,"""Fwiend Wist"""
Friend_Message_Error#0,"""Fwiend Wist"""
Friend_Message_FriendOK#0,"""Fwiend Wist wegistwation compwete"""
Friend_Message_FriendNG#0,"""Fwiend Wist wegistwation wejected"""
Friend_Message_Invite#0,"""Weceived a fwiend invite"""
Friend_Message_InviteOK#0,"""Accept fwiend wequest"""
Friend_Message_InviteNG#0,"""Weject fwiend wequest"""
Friend_Message_InviteCancell#0,"""Cancew fwiend wequest"""
Friend_Message_Logincall#0,"""Wogin caww settings"""
Friend_Message_FriendGroup#0,"""Fwiend Gwoup Settings"""
Friend_Message_BlackError#0,"""Bwackwist"""
Friend_Message_BlackAdd#0,"""Bwackwist wegistwation compweted."""
Friend_Message_BlackRemove#0,"""Wemuv fwom bwackwist"""
BlackList_Error_None#0,"""There is no such person.<br><br>[No.1020]"""
BlackList_Error_Unknown#0,"""Could not process,<br>as an error occurred.<br><br>[No.1021]"""
BlackList_Error_DB#0,"""Could not process,<br>as the database could not be accessed.<br><br>[No.1022]"""
BlackList_Error_Already#0,"""You have awweady bwackwisted this pewson."""
BlackList_Error_GM#0,"""That pwayew cannot be added into the bwackwist."""
BlackList_Error_Busy#0,"""Could not process,<br>due to a communication problem.<br><br>[No.1023]"""
BlackList_Error_Default#0,"""Could not process,<br>as an error occurred.<br><br>[No.1024]"""
BlackList_Result_Add#0,"""You added $(0) to youw bwackwist."""
BlackList_Result_Remove#0,"""You wemuvd $(0) fwom youw bwackwist."""
BlackList_Add_Title#0,"""Add to Bwackwist"""
BlackList_Add_Exp#0,"""When blacklisting someone,<br>you will no longer receive certain communication<br>(e.g. party requests, mails, and chat).<br><br>※ You can unblock people at any time.<br><br>Are you sure you wish to block this person?"""
BlackList_Result_Unknown#0,"""Could not process,<br>as an error occurred.<br><br>[No.1025]"""
BlackList_Error_TooMany#0,"""You cannot bwackwist any mowe peopwe."""
FriendList_Error_MailErr#0,"""Could not process,<br>as an error occurred.<br><br>[No.1026]"""
FriendList_Error_Unknown#0,"""Could not process,<br>as an error occurred.<br><br>[No.1027」］"""
FriendList_Error_NotOnline#0,"""The target user is not online.<br><br>[No.1028]"""
FriendList_Error_Black#0,"""Cannot send fwiend wequests to pwayews on youw bwackwist."""
FriendList_Error_Black01#0,"""It is not cuwwentwy possibwe to become this pwayew's fwiend."""
FriendList_Error_Black_send#0,"""This person cannot respond to your friend request now.<br><br>[No.1030]"""
FriendList_Error_Black_reply#0,"""Could not process,<br>as an error occurred.<br><br>[No.1031]"""
FriendList_Error_TooMany#0,"""One of you has the max amount of fwiends (200)."""
FriendList_Error_DB#0,"""Could not process,<br>as the database could not be accessed.<br><br>[No.1032]"""
FriendList_Error_InvalidCharacter#0,"""You wegistewed this fwiend again."""
FriendList_Error_InvalidAccount#0,"""You can't wegistew youwsewf as a fwiend."""
FriendList_Error_NotFriend#0,"""This person is neither a friend<br>nor a team member."""
FriendList_Error_AlreadyFriend#0,"""This pewson is awweady youw fwiend."""
FriendList_Error_AlreadyInviting#0,"""You have awweady invited this pewson."""
FriendList_Error_NotFound#0,"""This pewson does not exist."""
FriendList_Error_InviteDirect#0,"""You wegistewed this fwiend again."""
FriendList_Error_InviteTooMany#0,"""You have awweady sent the maximum numbew of fwiend invites."""
FriendList_Error_AlreadyInvite#0,"""This pewson has awweady sent you a fwiend wequest."""
FriendList_Error_Busy#0,"""Could not process,<br>due to a communication problem.<br><br>[No.1033]"""
FriendList_Error_MyBlack#0,"""You cannot befwiend peopwe on youw bwackwist."""
FriendList_Error_Default#0,"""Could not process,<br>as an error occurred.<br><br>[No.1027]"""
FriendList_Error_NotInviting#0,"""Could not process the registration <br>request, as it was withdrawn."""
FriendList_ConfirmTitle#0,"""Fwiend Wequest"""
FriendList_Confirm#0,"""You are about to send a friend request to<br>$(0).<br><br>You can include a message with the request.<br>Would you like to send a<br>friend request with the following message?"""
FriendList_DefaultMessage#0,"""Wet's become fwiends!"""
FriendList_YesNo_Title#0,"""View Fwiend Wequest"""
FriendList_YesNo_Message#0,"""$(0)<br>has sent you a friend request.<br><br>By becoming friends, they will be able<br>to see your online status, and receive<br>login calls when you sign on, and vice versa.<br><br>Are you sure you want to approve this friend request?"""
FriendList_YesNo_Res#0,"""Incwuded Message"""
FriendList_YesButton#0,"""Appwuv"""
FriendList_NoButton#0,"""Deny"""
FriendList_Exp_Title#0,"""Fwiend Wequest Appwovaw"""
FriendList_Exp#0,"""$(0) has sent<br>you a friend request.<br><br>Would you like to accept it?"""
SendTitle#0,"""Send a Fwiend Wequest"""
SendMsg#0,"""You are about to send a friend request to<br>$(0).<br><br>You can include a message with the request.<br>Would you like to send a<br>friend request with the following message?"""
Friend_Where_ChallengeShip#0,"""Chawwenge Shop"""
FriendGroupTypeA#0,"""<pict FriendGroupA>"""
FriendGroupTypeB#0,"""<pict FriendGroupB>"""
FriendGroupTypeC#0,"""<pict FriendGroupC>"""
FriendGroupTypeD#0,"""<pict FriendGroupD>"""
FriendGroupTypeE#0,"""<pict FriendGroupE>"""
FriendGroupSetToastMessage#0,"""$(0) has been set to Gwoup $(1)."""
FriendGroupClearToastMessage#0,"""$(0) has been wemuvd fwom the Gwoup."""
FriendGroupSubPopupValue1#0,"""にする"""
FriendGroupSubPopupValue2#0,"""の一番上に移動"""
FriendList_Sub_PopUp_Group#0,"""$(0) Gwoup $(1)"""
FriendList_Sub_PopUp_Group_Non#0,"""Gwoup Wemovaw"""
Friend_From_Comment#0,"""Fwiend Info"""
Friend_Comment#0,"""Fwiend Message"""
Friend_Quest#0,"""Accepted Quests"""
Friend_NoLogin#0,"""<c a0a0a0>Has not logged in for a long time.<c>"""
MoveBlock_ErrorTitle#0,"""Couwd Not Change Bwock"""
MoveBlock_ErrorMessage#0,"""You are in a special area.<br>Cannot move to this block."""
QuestRewardRankNone#0,"""-"""
QuestRewardRankF#0,"""-"""
QuestRewardRankE#0,"""-"""
QuestRewardRankD#0,"""-"""
QuestRewardRankC#0,"""-"""
QuestRewardRankB#0,"""-"""
QuestRewardRankA#0,"""-"""
QuestRewardRankS#0,"""-"""
QuestRewardRankS2#0,"""-"""
QuestRewardRankS3#0,"""-"""
Area#0,"""Awea """
Hyphen#0,"""-"""
Campship#0,"""Campship"""
PlaceLobby#0,"""Main Wobby"""
PlaceEsthe#0,"""Beauty Sawon"""
PlaceEvent#0,"""In an event"""
PlaceBonusmap#0,"""????"""
PlaceSpEsthe#0,"""Suppowt Pawtnew Sawon"""
PlaceSpCharaCreate#0,"""Suppowt Pawtnew Cweation"""
PlaceAmLobby#0,"""Casino Awea"""
PlaceChallengeLobby#0,"""Chawwenge Wobby"""
PlaceBridgeLobby#0,"""Bwidge"""
PlaceCafeLobby#0,"""Fwanka's Cafe"""
PlacePokaLobby#0,"""Battwe Wobby"""
PlaceQuest#0,"""Quests"""
PlaceMyRoom#0,"""Youw Woom"""
PlaceGuildRoom#0,"""Team Woom"""
PlaceDefault#0,"""Unknown"""
Area00#0,"""None """
Area01#0,"""-"""
Area02#0,"""Uwban Sectow """
Area03#0,"""Fowest """
Area04#0,"""Vowcanic Cavewns """
Area05#0,"""-"""
Area06#0,"""Tundwa """
Area07#0,"""Wuins """
Area08#0,"""Desewt """
Area09#0,"""Tunnews """
Area10#0,"""Skyscape """
Area11#0,"""Dawkew Nest """
Area12#0,"""Wweckage: Deck """
Area13#0,"""Sanctum """
Area14#0,"""Viwtuaw Space (Fowest) """
Area15#0,"""Viwtuaw Space (Tundwa) """
Area16#0,"""Viwtuaw Space （Wuins） """
Area17#0,"""Coast """
Area18#0,"""Quawwy """
Area19#0,"""Seabed """
Area20#0,"""Mining Base """
Area21#0,"""Mothewship Intewiow """
Area22#0,"""Shiwonia """
Area23#0,"""Fwoating Faciwity """
Area24#0,"""Cowwupted Awea: Fowest """
Area25#0,"""Shiwonia Fowtwess """
Area26#0,"""Shiwonia: Seawed Gwounds Intewiow"""
Area27#0,"""Cowwupted Awea: Sub. Tunnews """
Area28#0,"""VW Awea """
Area29#0,"""????"""
Area30#0,"""■■■■"""
Area31#0,"""Kuwon """
Area32#0,"""The End of the Wowwd """
Area33#0,"""Shuttwe"""
Area34#0,"""Cowwupted Awea: Wuins """
Area35#0,"""Mining Base """
Area36#0,"""Tokyo """
Area37#0,"""Japanese Coastaw Watews """
Area38#0,"""VW Space """
Area39#0,"""????"""
Area40#0,"""Was Vegas """
Area41#0,"""Cowwupted Awea: Vowcanic Cavewns """
Area42#0,"""Abandoned Faciwity """
Area43#0,"""Main Wobby """
Area44#0,"""Wunaw Suwface """
Area45#0,"""Undewgwound Centwaw Faciwity """
Area46#0,"""VW Awena """
Area47#0,"""VW Awena """
Area48#0,"""VW Awena """
Area49#0,"""Yggdwasiw"""
Area50#0,"""Wondon ESC-A Towew Obsewvatowy """
Area51#0,"""Pwaiwie """
Area52#0,"""Deviw Castwe Pewimetew """
Area53#0,"""Wastewands """
Area54#0,"""Vewunian Castwe - Thwone Woom """
Area55#0,"""VW Awena """
Area56#0,"""Cuent Castwe """
Area57#0,"""****"""
Area58#0,"""Enchanted Fowest """
Area59#0,"""Canyon"""
Planet0#0,"""None"""
Planet1#0,"""Pwanet Nabewius """
Planet2#0,"""Pwanet Wiwwipa """
Planet3#0,"""Pwanet Amduscia """
Planet4#0,"""AWKS Ship """
Planet5#0,"""AWKS Ship Wweckage """
Planet6#0,"""????"""
Planet7#0,"""Pwanet Wopaw """
Planet8#0,"""Mothewship """
Planet9#0,"""Infested Mothewship """
Planet10#0,"""Pwanet Hawkotan """
Planet11#0,"""Skies of Nabewius """
Planet12#0,"""Eawth """
Planet13#0,"""???? """
Planet14#0,"""Diffewent Wowwd Omega """
QuestRank01#0,"""Nowmaw"""
QuestRank02#0,"""Hawd"""
QuestRank03#0,"""Vewy Hawd"""
QuestRank04#0,"""Supew Hawd"""
QuestRank05#0,"""Extwa Hawd"""
QuestRank06#0,"""-"""
QuestRank00_Short#0,"""E"""
QuestRank01_Short#0,"""N"""
QuestRank02_Short#0,"""H"""
QuestRank03_Short#0,"""VH"""
QuestRank04_Short#0,"""SH"""
QuestRank05_Short#0,"""XH"""
QuestRank06_Short#0,"""-"""
QuestRank_None#0,"""-"""
QuestRankEx_Ultimate#0,"""UWT"""
Type00#0,"""None"""
Type01#0,"""Extweme Quest"""
Type02#0,"""Stowy Quest [EP1]"""
Type03#0,"""AWKS Quest"""
Type04#0,"""Wimited Quest"""
Type05#0,"""●Extweme (Debug)"""
Type06#0,"""-"""
Type07#0,"""Stowy Quest [EP2]"""
Type08#0,"""NetCafe Onwy"""
Type09#0,"""●Battwe Awena (Debug)"""
Type10#0,"""-"""
Type11#0,"""Advance Quest"""
Type12#0,"""Fwee Fiewd"""
Type13#0,"""●Fwee (Debug)"""
Type14#0,"""●AWKS (Debug)"""
Type15#0,"""●Stowy (Debug)"""
Type16#0,"""Chawwenge Quest"""
Type17#0,"""Emewgency Quest"""
Type18#0,"""●Emewgency Quest (Debug)"""
Type19#0,"""Time Attack Quest"""
Type20#0,"""●Time (Debug)"""
Type21#0,"""●AWKS (Debug02)"""
Type22#0,"""●AWKS (Debug03)"""
Type23#0,"""●AWKS (Debug04)"""
Type24#0,"""●AWKS (Debug05)"""
Type25#0,"""●AWKS (Debug06)"""
Type26#0,"""●AWKS (Debug07)"""
Type27#0,"""●AWKS (Debug08)"""
Type28#0,"""●AWKS (Debug09)"""
Type29#0,"""●AWKS (Debug10)"""
Type30#0,"""-"""
Type31#0,"""Stowy Quest [EP3]"""
Type32#0,"""Featuwed Quest"""
Type33#0,"""Uwtimate Quest"""
Type34#0,"""●Uwtimate (Debug)"""
Type35#0,"""Wimited AWKS GP Quests"""
Type36#0,"""Bonus Quest"""
Type37#0,"""Stowy Quest (EP4)"""
Type38#0,"""Common Twaining"""
Type39#0,"""Huntew Twaining"""
Type40#0,"""Wangew Twaining"""
Type41#0,"""Fowce Twaining"""
Type42#0,"""Fightew Twaining"""
Type43#0,"""Gunnew Twaining"""
Type44#0,"""Techew Twaining"""
Type45#0,"""Bwavew Twaining"""
Type46#0,"""Bouncew Twaining"""
Type47#0,"""Summonew Twaining"""
Type48#0,"""Twiggew Quest"""
Type49#0,"""Widing Quest"""
Type50#0,"""NetCafe Excwusive AGP Quests"""
Type51#0,"""Battwe Awena"""
Type04_ex#0,"""Wevew-Up Quest"""
Type51_ex#0,"""Battwe Awena"""
Type52#0,"""●バスター(Debug）"""
Type53#0,"""Poka×12"""
Type54#0,"""Stowy Quest [EP5]"""
Type55#0,"""Stowy Quest"""
Type56#0,"""Bustew Quest"""
Type57#0,"""Hewo Twaining"""
Type58#0,"""Campaign Quest"""
Type59#0,"""Stowy Quest"""
Type60#0,"""Stowy Quest"""
Type61#0,"""Dawk Bwast Twaining"""
Title#0,"""Status"""
CharaName#0,"""Chawactew Name"""
HP#0,"""HP"""
PP#0,"""PP"""
Strike#0,"""S-ATK"""
Firearm#0,"""R-ATK"""
Technic#0,"""T-ATK"""
Dex#0,"""DEX"""
DfpStrike#0,"""S-DEF"""
DfpFirearm#0,"""R-DEF"""
DfpTechnic#0,"""T-DEF"""
StrikeStance#0,"""S-ATK"""
FirearmStance#0,"""R-ATK"""
TechnicStance#0,"""T-ATK"""
DexStance#0,"""DEX"""
DfpStrikeStance#0,"""S-DEF"""
DfpFirearmStance#0,"""R-DEF"""
DfpTechnicStance#0,"""T-DEF"""
AttackResist#0,"""Phys. wesists"""
Attribute#0,"""Attwibute"""
AttributeResist#0,"""Attw. Wesists"""
Skill#0,"""Skiww"""
AttributeFire#0,"""Fiwe"""
AttributeIce#0,"""Ice"""
AttributeThunder#0,"""Wightning"""
AttributeWind#0,"""Wind"""
AttributeLight#0,"""Wight"""
AttributeDark#0,"""Dawk"""
AttributeResistFire#0,"""Fiwe wes."""
AttributeResistIce#0,"""Ice wes."""
AttributeResistThunder#0,"""Witn. wes."""
AttributeResistWind#0,"""Wind wes."""
AttributeResistLight#0,"""Wight wes."""
AttributeResistDark#0,"""Dawk wes."""
AttackResistStrike#0,"""Stw. wes."""
AttackResistFirearm#0,"""Wng. wes."""
AttackResistTechnic#0,"""Tec. wes."""
SkillPoint#0,"""Skiww points"""
SkillPointUp#0,"""Skiww Points +$(0) SP"""
ChangeValuePlus#0,"""<c ff9c70>（＋$(0)）<c>"""
ChangeValueMinus#0,"""<c 32cdff>（－$(0)）<c>"""
ResistValue#0,"""$(0)%"""
TitledChangeValuePlus#0,"""$(1)\u3000<c ff9c70>（＋$(0)）<c>"""
TitledChangeValueMinus#0,"""$(1)\u3000<c 32cdff>（－$(0)）<c>"""
AtpStrikeRate#0,"""Stwike Powew"""
AtpFirearmRate#0,"""Wanged Powew"""
AtpTechniqueRate#0,"""Tech Damage"""
AddonAttackStrike#0,"""S-ATK"""
AddonAttackFirearm#0,"""R-ATK"""
AddonAttackTechnic#0,"""T-ATK"""
AddonAttackDexterity#0,"""DEX"""
AddonResistStrike#0,"""Stw. wes."""
AddonResistFirearm#0,"""Wng. wes."""
AddonResistTechnic#0,"""Tec. wes."""
DamageStrikeRate#0,"""S-Dmg. taken"""
NormalColorTitledCangeValuePlus#0,"""$(1) + $(0)"""
NormalColorTitledCangeValueMinus#0,"""$(1) - $(0)"""
ExcludeSpecialClass#0,"""<yellow>Hr not applicable<c>"""
ExcludeSpecialClassFormatNL#0,"""$(1)<br>$(0)"""
ExcludeSpecialClassFormatNoNL#0,"""$(1)$(0)"""
PartyInfoText01#0,"""$(0) has joined the pawty."""
PartyInfoText02#0,"""$(0) has weft the pawty."""
PartyInfoText03#0,"""You received a party request<br>from $(0)."""
PartyInfoText04#0,"""You joined the pawty."""
PartyInfoText05#0,"""You weft the pawty."""
PartyInfoText06#0,"""The pawty has been disbanded."""
PartyInfoText07#0,"""$(0) has weached Lv.$(1)."""
PartyInfoText08#0,"""$(0) has obtained <yellow>$(1) ★ $(2)<c>."""
PartyInfoText09#0,"""$(0) has obtained the titwe '$(1)'."""
PartyInfoText10#0,"""$(0) has become the new pawty weadew."""
PartyInfoText11#0,"""The pawty wequest to $(0) has been cancewwed."""
PartyInfoText12#0,"""You have wejected $(0)'s pawty wequest."""
PartyInfoText13#0,"""You cannot invite peopwe to the pawty aftew accepting a quest."""
PartyInfoText14#0,"""You cannot invite peopwe who have an active quest."""
PartyInfoText15#0,"""$(0) has obtained a PSE dwop."""
PartyInfoText16#0,"""$(0) has obtained a PSE evowution dwop."""
PartyInfoText17#0,"""PSE $(0) Lv.$(1) twiggewed!"""
PartyInfoText18#0,"""PSE $(0) Lv.$(1) twiggewed!"""
PartyInfoText19#0,"""You muvd out of wange of the PSE $(0) effect."""
PartyInfoText20#0,"""PSE $(0) Lv.$(1) twiggewed!"""
PartyInfoText21#0,"""PSE $(0) has expiwed."""
PartyInfoText22#0,"""$(0) has entewed PSE Buwst!"""
PartyInfoText23#0,"""PSE Buwst extended by $(0) seconds."""
PartyInfoText24#0,"""PSE Buwst has ended."""
PartyInfoText25#0,"""You muvd out of wange of the PSE Buwst effect."""
PartyInfoText26#0,"""PSE $(0) has entered PSE Burst <br>The PSE Burst has become a Cross Burst!"""
PartyInfoText27#0,"""PSE $(0) twiggewed!"""
PartyInfoText28#0,"""You have been scouted by the team '$(0)'"""
PartyInfoText29#0,"""The scout wequest fwom $(0) has expiwed as you haven't wesponded."""
PartyInfoText30#0,"""Cannot receive a scout request from $(0), <br>as you have already been scouted."""
PartyInfoText31#0,"""The scout wequest fwom $(0) has expiwed due to a change of wocation."""
PartyInfoText32#0,"""The scout wequest fwom $(0) has expiwed as you wogged out."""
PartyInfoText33#0,"""$(0) is not accepting pawty invites."""
PartyInfoText34#0,"""$(0) has weawned $(2) Lv.$(1)."""
PartyInfoText35#0,"""$(0) has been kicked fwom the pawty."""
PartyInfoText36#0,"""You have been kicked fwom the pawty."""
PartyInfoText37#0,"""The quest has been abandoned."""
PartyInfoText38#0,"""Cannot invite that pwayew to the pawty now."""
PartyInfoText39#0,"""A pawty can onwy contain up to 4 peopwe."""
PartyInfoText40#0,"""Faiwed to join the pawty."""
PartyInfoText41#0,"""Faiwed to send a pawty invite."""
PartyInfoText42#0,"""Wetwying the quest."""
PartyInfoText43#0,"""Accepted quest<br>[$(0)].<br>Please embark from the space <br>gate next to the quest counter."""
PartyInfoText44#0,"""Accepted quest<br>[$(0)]."""
PartyInfoText45#0,"""Couwd not kick tawget, as they awe not a pawty membew."""
PartyInfoText46#0,"""Acquiwed a wevew cap bonus."""
PartyInfoText47#0,"""$(0) acquiwed a wevew cap bonus."""
PartyInfoText48#0,"""Cannot abandon quest when not pawty weadew"""
PartyInfoText49#0,"""$(0) acquired a <c 00ffff>SPECIAL WEAPON?<c>."""
PartyInfoText50#0,"""$(0)'s subcwass weached Lv.$(1)."""
PartyInfoText51#0,"""Cannot be used untiw aww pawty membews have wetuwned to the Campship."""
PartyInfoText52#0,"""Youw boost item's time wiww be used because a quest has begun."""
