MenuTitle#0,"""Twade Shop"""
Empty_WaitData_Favorite#0,"""Loading $(0).<br>This storage has been<br>set as your \""Favorite Storage\""."""
Empty_WaitData_FavoriteSettable#0,"""Loading $(1).<br>Press $(0) to set it as<br>your \""Favorite Storage\""."""
Empty_WaitData#0,"""Woading $(0)."""
MenuLock#0,"""Wock"""
MenuUnlock#0,"""Unwock"""
MenuConsume#0,"""Use"""
MenuPut#0,"""Dwop"""
MenuDispose#0,"""Discawd"""
MenuSendWarehouse#0,"""Send to Stowage"""
MenuSendWarehouseNone#0,"""Thewe awe no vawid stowages."""
MenuSendWarehouseDefault#0,"""Deposit to Basic Stowage ($(1)/$(0))"""
MenuSendWarehousePremiere#0,"""Deposit to Premium Storage <pict Arcscash> ($(1)/$(0))"""
MenuSendWarehouseAddition01#0,"""Deposit to Extra Storage 1 <pict Arcscash> $(1)/$(0)）"""
MenuSendWarehouseAddition02#0,"""Deposit to Extra Storage 2 <pict Arcscash> $(1)/$(0)）"""
MenuSendWarehouseAddition03#0,"""Deposit to Extra Storage 3 <pict Arcscash> （$(1)/$(0)）"""
MenuSendWarehouseAddition04#0,"""Deposit to Extra Storage 4 <pict Arcscash> ($(1)/$(0))"""
MenuSendWarehouseAddition05#0,"""Deposit to Extra Storage 5 <pict Arcscash> ($(1)/$(0))"""
MenuSendWarehouseAdditionOTP#0,"""Deposit to OTP Stowage ($(1)/$(0))"""
MenuSendWarehouseCharacter#0,"""Deposit to Chawactew Stowage ($(1)/$(0))"""
MenuSendWarehouseEs#0,"""Deposit to PSO2es Stowage ($(1)/$(0))"""
MenuSendWarehouseDish#0,"""Deposit to Material Storage <pict Arcscash> ($(1)/$(0))"""
MenuTakeWarehouse#0,"""Withdwaw ($(1)/$(0))"""
MenuMoveWarehouse#0,"""Deposit"""
MenuMoveWarehouseNone#0,"""Thewe awe no vawid stowages."""
MenuMoveWarehouseDefault#0,"""<pict wh_icon>Deposit to Basic Storage ($(1)/$(0))"""
MenuMoveWarehousePremiere#0,"""<pict wh_premium_icon>Deposit to Premium Storage <pict Arcscash> ($(1)/$(0))"""
MenuMoveWarehouseAddition01#0,"""<pict wh_extend1_icon>Deposit to Extra Storage 1 <pict Arcscash> ($(1)/$(0))"""
MenuMoveWarehouseAddition02#0,"""<pict wh_extend2_icon>Deposit to Extra Storage 2 <pict Arcscash> ($(1)/$(0))"""
MenuMoveWarehouseAddition03#0,"""<pict wh_extend3_icon>Deposit to Extra Storage 3 <pict Arcscash> ($(1)/$(0))"""
MenuMoveWarehouseAddition04#0,"""<pict wh_extend4_icon>Deposit to Extra Storage 4 <pict Arcscash> ($(1)/$(0))"""
MenuMoveWarehouseAddition05#0,"""<pict wh_extend5_icon>Deposit to Extra Storage 5 <pict Arcscash> ($(1)/$(0))"""
MenuMoveWarehouseAdditionOTP#0,"""<pict wh_otp_icon>Deposit to OTP Storage ($(1)/$(0))"""
MenuMoveWarehouseCharacter#0,"""<pict wh_chara_icon>Deposit to Character Storage ($(1)/$(0))"""
MenuMoveWarehouseEs#0,"""<pict wh_es_icon>Deposit to PSO2es Storage ($(1)/$(0))"""
MenuMoveWarehouseDish#0,"""<pict wh_dish_icon>Deposit to Material Storage <pict Arcscash> ($(1)/$(0))"""
MenuSendGuildWarehouse#0,"""<pict wh_icon_team>Deposit to Team Storage"""
MenuTakeGuildWarehouse#0,"""Withdwaw ($(1)/$(0))"""
MenuMoveGuildWarehouse#0,"""<pict wh_icon_team>Deposit to Team Storage"""
MenuSendWishList#0,"""Add to Wishwist"""
MenuSendPresentList#0,"""Add to Pwesent Wist"""
MenuHide#0,"""Hide"""
MenuShow#0,"""Show"""
MenuAbility#0,"""View Abiwities"""
MenuPetAbility#0,"""Pewsonawity"""
MenuSetEffect#0,"""View Set Effects"""
MenuRingSkill#0,"""Wing Skiwws"""
MenuLockMulti#0,"""Wock Evewything ($(1)/$(0))"""
MenuUnlockMulti#0,"""Unwock Evewything ($(1)/$(0))"""
MenuPutMulti#0,"""Dwop Evewything"""
MenuBonusElementConfirm#0,"""Speciaw Abiwity Factow Confiwmation"""
MultiSelect#0,"""<%MultiSelect> selected"""
SimpleInput#0,"""<pict Sign_SQUARE>Simple Input"""
StackDisposeInputNumberTitle#0,"""Discawd Item"""
StackDisposeInputNumberMessage#0,"""Entew numbew to discawd"""
StackPutInputNumberTitle#0,"""Dwop Item"""
StackPutInputNumberMessage#0,"""Sewect numbew to dwop"""
StackSendInputNumberTitle#0,"""Send to Stowage"""
StackSendInputNumberMessage#0,"""Entew numbew to deposit"""
StackTakeInputNumberTitle#0,"""Withdwaw Fwom Stowage"""
StackTakeInputNumberMessage#0,"""Entew numbew to withdwaw"""
StackMoveInputNumberTitle#0,"""Deposit to Anothew Stowage"""
StackMoveInputNumberMessage#0,"""Entew numbew to deposit"""
StackSendGuildWarehouseInputNumberTitle#0,"""Deposit to Team Stowage"""
StackSendGuildWarehouseInputNumberMessage#0,"""Entew numbew to deposit"""
StackTakeGuildWarehouseInputNumberTitle#0,"""Withdwaw Fwom Team stowage"""
StackTakeGuildWarehouseInputNumberMessage#0,"""Entew numbew to withdwaw"""
StackMoveGuildWarehouseInputNumberTitle#0,"""Deposit to Team Stowage"""
StackMoveGuildWarehouseInputNumberMessage#0,"""Entew numbew to deposit"""
DisposeTitle#0,"""Discawd Item"""
DisposeMessage#0,"""Discawding the fowwowing items. Do you want to continue?"""
PutTitle#0,"""Dwop Item"""
PutMessage#0,"""Awe you suwe you want to dwop this item?"""
PutMultiMessage#0,"""Stowing the fowwowing items. Do you want to continue?"""
DisposeSuccessMessage#0,"""Items discawded."""
DisposeErrorTitle#0,"""Discawd Item"""
DisposeErrorMessage1#0,"""You cannot thwow away equipped items."""
DisposeErrorMessage2#0,"""You cannot thwow away wocked items."""
DisposeErrorMessage3#0,"""This item cannot be discawded."""
DisposeNoticeMessage1#0,"""Did not discawd items."""
DisposeTicketMessage#0,"""Among the items you're discarding,<br>there are unused passes or tickets.<br>Are you sure you want to discard the following items?"""
DisposeRarityMessage#0,"""Among the items you're discarding,<br>there are items with a rarity of 7 or more.<br>Are you sure you want to discard the following items?"""
DisposeRarityMessage2#0,"""Among the items you're selling,<br>there are items with a rarity of 7 or more.<br>Are you sure you want to sell the following items?"""
PutSuccessMessage#0,"""Item(s) deposited."""
PutErrorTitle#0,"""Dwop Item"""
PutErrorMessage1#0,"""Cannot dwop items outside of the fiewd."""
PutErrorMessage2#0,"""This item cannot be dwopped."""
PutErrorMessage3#0,"""You cannot dwop equipped items."""
PutErrorMessage4#0,"""You cannot dwop wocked items."""
PutErrorMessage5#0,"""Item cannot be pwaced in this awea."""
PutNoticeMessage1#0,"""One ow mowe item(s) wewe not deposited."""
SendWarehouseErrorTitle#0,"""Did Not Send Items"""
SendWarehouseErrorMessage0#0,"""You cannot deposit this item."""
SendWarehouseErrorMessage1#0,"""Cannot deposit item."""
SendWarehouseErrorMessage2#0,"""Not enough stowage space."""
SendWarehouseErrorMessage3#0,"""Not enough stowage space."""
SendWarehouseErrorMessage4#0,"""This is a premium feature.<br>Please purchase either the <yellow>\""Premium Set\""<c><br>or a <yellow>\""Storage Extension\""<b><br>to use this feature.<c>"""
SendWarehouseErrorMessage5#0,"""This storage has expired.<br>Could not withdraw items."""
SendWarehouseErrorMessage6#0,"""This is a temporary storage only for collecting items.<br>You cannot deposit items in it."""
SendWarehouseErrorMessage7#0,"""You cannot deposit equipped items."""
SendWarehouseErrorMessage8#0,"""This warehouse is a 'withdrawal-only' management warehouse.<br>You cannot deposit items into it."""
SendWarehouseErrorMessage9#0,"""You have exceeded this item's maximum deposit count.<br>Please reduce the count."""
SendWarehouseErrorMessage10#0,"""ワンタイムパスワードの利用を<br>確認できなかったため、<br>アイテムを移動することができませんでした。<br><br>OTP倉庫はワンタイムパスワードを<br>利用していると使用することが<br>できるようになります。<br><br>利用している方でアイテムを移動できない場合は、<br>ワンタイムパスワードの利用状況をご確認ください。"""
SendWarehouseErrorMessage11#0,"""We couldn't verify that you linked<br>your account with PSO2es.<br><br>By linking your account with PSO2es,<br>you'll be able to use this feature."""
SendWarehouseErrorMessage12#0,"""移動先の拡張倉庫が読み込まれていません。<br>移動先の拡張倉庫を読み込んでから、<br>移動してください。"""
SendWarehouseErrorMessage13#0,"""拡張倉庫間のアイテム移動はできません。<br>アイテムパックや他の倉庫を中継して<br>移動してください。"""
SendWarehouseErrorMessage14#0,"""このアイテムを素材倉庫に預けることはできません。"""
AllSendWarehouseDishErrorMessage#0,"""「素材倉庫」が利用可能な状態ではありません。<br>「素材倉庫利用チケット」を使用して、<br>利用可能な状態にしてください。"""
SendWarehouseNoticeMessage1#0,"""Some items wewe not deposited."""
TakeWarehouseErrorTitle#0,"""Withdwaw Items"""
TakeWarehouseErrorMessage0#0,"""Couwd not withdwaw items."""
TakeWarehouseErrorMessage1#0,"""Insufficient space in inventowy to withdwaw items."""
TakeWarehouseErrorMessage2#0,"""Exceeded the max number of these items.<br>Please reduce the amount you are withdrawing."""
TakeWarehouseNoticeMessage1#0,"""Some items couwd not be withdwawn."""
MoveWarehouseErrorTitle#0,"""Muv Item"""
MoveWarehouseErrorMessage0#0,"""Couwd not muv item."""
MoveWarehouseErrorMessage1#0,"""Not enough storage space.<br>Could not move item."""
MoveWarehouseErrorMessage2#0,"""This is a premium feature.<br>Please purchase either the <yellow>\""Premium Set\""<c><br>or a <yellow>\""Storage Extension\""<b><br>to use this feature.<c>"""
MoveWarehouseErrorMessage3#0,"""This storage has expired.<br>Could not move item."""
MoveWarehouseErrorMessage4#0,"""This is a temporary storage only for collecting items.<br>You cannot move items into it."""
MoveWarehouseErrorMessage5#0,"""This warehouse is a 'withdrawal-only' management warehouse.<br>You cannot move items into it."""
MoveWarehouseErrorMessage6#0,"""You cannot deposit any more of this item.<br>Please reduce the amount you are moving."""
MoveWarehouseErrorMessage7#0,"""このアイテムを素材倉庫に移動させることはできません。"""
MoveWarehouseErrorMessage8#0,"""素材倉庫から他の倉庫に<br>直接アイテムを移動することはできません。<br>一度アイテムパックに取り出してから<br>移動してください。<br><yellow>※今後のアップデートで対応予定です。<c>"""
MoveWarehouseErrorMessage9#0,"""他の倉庫から素材倉庫に<br>直接アイテムを移動することはできません。<br>一度アイテムパックに取り出してから<br>移動してください。<br><yellow>※今後のアップデートで対応予定です。<c>"""
MoveWarehouseNoticeMessage1#0,"""Some items wewe not muvd."""
MoveWarehouseNoticeMessage2#0,"""素材倉庫に預けることの出来るアイテムがありません。"""
MoveWarehouseNoticeMessage3#0,"""素材倉庫に預けているアイテムが、<br>所持数上限に達していて送ることが出来ません。"""
SendGuildWarehouseErrorTitle#0,"""Deposit Items Into Team Stowage"""
SendGuildWarehouseErrorMessage0#0,"""Couwd not deposit items in Team stowage."""
SendGuildWarehouseErrorMessage1#0,"""Couwd not deposit these items in Team stowage."""
SendGuildWarehouseErrorMessage2#0,"""Insufficient space in Team stowage to deposit items."""
SendGuildWarehouseErrorMessage7#0,"""You cannot deposit equipped items."""
SendGuildWarehouseErrorMessage10#0,"""Query in progress,<br>could not deposit items."""
SendGuildWarehouseErrorMessage11#0,"""アイテムを預けることができませんでした。<br><br>プレミアム有効期限が切れているか、<br>チーム役職が「ビジター」である<br>可能性があります。"""
SendGuildWarehouseErrorMessage12#0,"""You cannot deposit wocked items."""
SendGuildWarehouseErrorMessage13#0,"""Insufficient space in Team Storage<br>to deposit the item,<br>$(0).<br>Please make sure there's enough space<br>for the items and try again."""
SendGuildWarehouseNoticeMessage1#0,"""Some items wewe not deposited."""
SendGuildWarehouseNoticeMessage2#0,"""Thewe wewe some items that couwd not be muvd."""
TakeGuildWarehouseErrorTitle#0,"""Withdwaw Items"""
TakeGuildWarehouseErrorMessage0#0,"""Couwd not withdwaw items."""
TakeGuildWarehouseErrorMessage1#0,"""Insufficient space in inventowy to withdwaw items."""
TakeGuildWarehouseErrorMessage2#0,"""Exceeded the max number of these items.<br>Please reduce the amount you are withdrawing."""
TakeGuildWarehouseErrorMessage3#0,"""Couwd not withdwaw items."""
TakeGuildWarehouseErrorMessage4#0,"""アイテムを取り出すことができませんでした。<br><br>プレミアム有効期限が切れているか、<br>チーム役職が「ビジター」である<br>可能性があります。"""
TakeGuildWarehouseNoticeMessage1#0,"""Some items couwd not be withdwawn."""
MoveGuildWarehouseTitle#0,"""Muv Items to Team Stowage"""
MoveGuildWarehouseMessage#0,"""Moving items to Team storage.<br>Are you sure?<br><br><yellow>※Please be aware when using the Team<br>Storage that other players can also use it.<c>"""
MoveGuildWarehouseErrorTitle#0,"""Muv Items to Team Stowage"""
MoveGuildWarehouseErrorMessage0#0,"""Couwd not muv items to Team stowage."""
MoveGuildWarehouseErrorMessage1#0,"""このアイテムはチーム倉庫に<br>移動することができません。"""
MoveGuildWarehouseErrorMessage2#0,"""Insufficient space in Team stowage to muv items."""
MoveGuildWarehouseErrorMessage3#0,"""アイテムを移動することができませんでした。<br><br>プレミアム有効期限が切れているか、<br>チーム役職が「ビジター」である<br>可能性があります。"""
MoveGuildWarehouseErrorMessage4#0,"""You cannot muv wocked items."""
MoveGuildWarehouseErrorMessage13#0,"""Insufficient space in Team Storage<br>to deposit the item,<br>$(0).<br>Please make sure there's enough space<br>for the items and try again."""
MoveGuildWarehouseNoticeMessage1#0,"""Some items wewe not muvd."""
MoveGuildWarehouseNoticeMessage2#0,"""Thewe wewe some items that couwd not be muvd."""
ConsumeErrorTitle#0,"""Use Item"""
ConsumeErrorMessage0#0,"""This item cannot be used now."""
ConsumeErrorMessage1#0,"""Unabwe to add any fuwthew extensions."""
ConsumeErrorMessage2#0,"""Cannot add any mowe."""
ConsumeErrorMessage3#0,"""Because this ticket has already been used<br>before, you cannot use it again."""
ConsumeErrorMessage4#0,"""Cannot use any simiwaw items untiw the effect of the pwevious one has wown out."""
ConsumeErrorMessage5#0,"""You cannot use this item due to wace westwictions."""
ConsumeErrorMessage6#0,"""You cannot use this item due to gendew westwictions."""
ConsumeErrorMessage7#0,"""You cannot use this item due to wace and gendew westwictions."""
ConsumeErrorMessage8#0,"""Cannot exceed 180 days or<br>more. Item use cancelled."""
ConsumeErrorMessage9#0,"""Cannot exceed 90 days or<br>more. Item use cancelled."""
ConsumeErrorMessage10#0,"""Cannot exceed 180 days or<br>more. Item use cancelled."""
ConsumeErrorMessage11#0,"""Cannot exceed 90 days or<br>more. Item use cancelled."""
ResultItemFull#0,"""Due to a wack of inventowy ow stowage space, you awe unabwe to cowwect youw wewawd."""
ResultMesetaFull#0,"""You awe unabwe to cowwect youw wewawd, as you have weached the maximum amount of Meseta you can cawwy."""
ItemSetWareHouse#0,"""The wewawd was sent to youw stowage, as youw inventowy is fuww."""
ItemSetPost#0,"""As youw item stowage has weached its capacity wimit, the wewawd was sent to youw tempowawy stowage."""
CheckPostNoticeMessage1#0,"""<yellow>Your temporary storage is getting full. You are advised to reorganize your items.<c>"""
CheckPostNoticeMessage2#0,"""<c ff4f3f>Your temporary storage is full. Please reorganize your items. The oldest items will be deleted to make room, if you do not take them out.<c>"""
RequestActionNoUse#0,"""Cannot use this item, as it wiww have no effect."""
RequestActionOutOfRange#0,"""Cannot use this item, as thewe awe no tawgets in wange."""
RequestActionNoExpire#0,"""Expiwed; couwd not be used."""
RequestActionUnlimitedAMCoinErrorTitle#0,"""Message"""
RequestActionUnlimitedAMCoinErrorMessage#0,"""「CC持ち出し上限の廃止」に伴い、<br>「CC持ち出し上限解除$(0)日」は<br>ご利用いただけなくなりました。<br><br><yellow>お手持ちの「CC持ち出し上限解除$(0)日」は、<br>リサイクルショップにて、対象アイテムとの<br>交換が可能となっております。<c>"""
UseTicketTitle#0,"""Confiwm Item Usage"""
UseTicketMessage#0,"""[$(0)] will be used.<br>Continue?"""
UseTicketForSPMessage#0,"""Due to race/gender restrictions,<br>you cannot use the following item:<br>[$(0)].<br><br><yellow>※If your Support Partner meets the<br>requirements, it can use the item instead.<br>Using the same ticket twice will make it<br>available for all characters.<c><br><br>This will consume the item. Continue?"""
UsePetEggTitle#0,"""Confiwm Item Usage"""
UsePetEggMessage1#0,"""[$(0)] will be used.<br>Continue?"""
UsePetEggMessage2#0,"""[$(0)] will be used.<br>Continue?<br><br><yellow>You've selected a locked item.<c>"""
UseHatchedPetEgg#0,"""ペットを登録しました。<br>武器「タクト」にセットできます。<br><br><yellow>※再登録されたペットのため、<br>\u3000合成可能回数は０になります。<c>"""
CopyClipBoard#0,"""The text [$(0)] has been copied to the cwipboawd."""
CountStopRewardItem#0,"""Own: """
CountItemDisp#0,"""$(0) x$(1)"""
Grind10AwardBackpackMessage#0,"""+10 Gwind wewawd [$(0)] sent to Item Pack."""
Grind10AwardStorageMessage#0,"""+10 Gwind wewawd [$(0)] sent to Stowage."""
Grind10AwardPostMessage#0,"""+10 Gwind wewawd [$(0)] sent to Temp Stowage."""
GrindNumAwardBackpackMessage#0,"""＋$(0) gwind wewawd [$(1)] sent to Item Pack."""
GrindNumAwardStorageMessage#0,"""＋$(0) gwind wewawd [$(1)] sent to Stowage."""
GrindNumAwardPostMessage#0,"""＋$(0) gwind wewawd [$(1)] sent to Temp Stowage."""
UseItemBagTitle#0,"""Confiwm Item Usage"""
UseItemBagMessage#0,"""This will unlock \""$(0)\""<br>and acquire the following items.<br><br>Is this okay?"""
UseItemBagError1#0,"""Insufficient space in inventowy to weceive items."""
UseItemBagError2#0,"""Exceeded the max numbew of items that you can cawwy."""
UseItemBagError3#0,"""Faiwed to acquiwe item."""
ConsumeErrorMessage12#0,"""効果時間の上限を超えるため、<br>同じアイテムは使用できません。"""
UseCraftEnchantItemMessage#0,"""A timed ability will be added on the following unit.<br><br><yellow>$(0)<c><br><br>※The unit will be <yellow>bound to owner<c>, which will prevent you<br>to sell it to other players."""
UseCraftEnchantTimeExtensionItemMessage#0,"""$(0)の効果を以下のユニットに付与します。<br><br><yellow>$(1)<c><br><br>※効果時間は使用後に消費を開始します。"""
CraftEnchantItemUseErrorNoEquip#0,"""Cannot be used. The cowwesponding unit is not equipped."""
UseItemMessage#0,"""[$(0)] was used."""
CraftEnchantItemUseErrorServerBug#0,"""The item couwd not be used."""
CraftEnchantItemUseErrorClientBug#0,"""The item couwd not be used."""
CraftEnchantItemUseErrorNoEnchantItem#0,"""The item couwd not be found."""
CraftEnchantItemUseErrorInvalidEnchantItem#0,"""The item you attempted to use is invawid."""
CraftEnchantItemUseErrorNotTarget#0,"""The cowwesponding unit is not equipped."""
CraftEnchantItemUseErrorDBAccess#0,"""The item couwd not be used."""
